user_id,signup_date,plan_tier,company_size,region,industry,acquisition_channel,is_enterprise,churned_90d,churned_30d,expansion_event,downgraded,avg_mrr,peak_mrr,lifetime_mrr,overdue_invoices,support_tickets,avg_seats,billing_months,total_sessions,avg_session_min,active_months,last_session_date,unique_features,total_events,event_success_rate,avg_latency_ms,session_mom_pct,engagement_signal,health_score,csm_priority_action
904f47f7-6f21-41b9-b031-86dd264376b3,2025-05-04,free,51-200,,transport,partner,0,0,0,0,0,0.0,0.0,0.0,0,1,34.0,3,2,17.9,1,2025-05-25,0,0,0.0,0.0,0.0,Stable,20,MONITOR
c245c942-db9b-4a58-8722-7f52320ec347,2024-04-28,free,11-50,,education,partner,0,1,0,1,0,0.0,0.0,0.0,0,1,7.1,16,3,12.2,3,2025-07-26,0,0,0.0,0.0,0.0,Stable,28,MONITOR
0b328ef5-0a2c-45ff-968b-71f8876ad6bf,2025-02-07,standard,11-50,,software,seo,0,1,1,1,0,194.4,216.0,1166.4,0,2,25.2,6,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,35,WARM — Expand Seat Count
92e54b19-3423-4755-93dd-5631844498eb,2024-05-10,free,11-50,APAC,healthcare,seo,0,0,0,1,0,0.0,0.0,0.0,1,1,4.9,15,2,4.0,2,2024-07-09,0,0,0.0,0.0,0.0,Stable,13,MONITOR
13ff96c3-396e-44ad-a7f8-24c8f0d1350d,2024-06-10,standard,11-50,,telecom,ads,0,0,0,1,0,152.0,168.0,2128.0,0,3,19.6,14,8,14.4,6,2025-06-23,2,5,80.0,229.0,0.0,Stable,53,WARM — Expand Seat Count
8a6794f2-2158-4be4-a8fb-bf902f16e16b,2024-12-05,free,51-200,LATAM,transport,seo,0,0,0,1,0,0.0,0.0,0.0,0,1,7.1,8,1,6.6,1,2025-05-18,0,0,0.0,0.0,0.0,Stable,20,MONITOR
9b2af735-7971-4bd1-9b3f-d6345c251f85,2025-01-09,free,1-10,APAC,energy,ads,0,1,0,1,0,0.0,0.0,0.0,0,1,1.6,7,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,MONITOR
cca57714-3aab-4644-9b5d-a7166c408368,2025-06-06,free,51-200,,transport,partner,0,0,0,0,0,0.0,0.0,0.0,0,0,9.0,2,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
71c3e590-ac99-45eb-bde2-c6244667245e,2025-03-20,standard,11-50,APAC,education,seo,0,0,0,0,0,0.0,0.0,0.0,0,0,21.2,5,4,15.1,3,2025-07-21,2,2,100.0,88.0,-50.0,Mild Decline,41,WARM — Expand Seat Count
d0555a61-01e2-4018-99e9-409f4d9ed718,2025-02-20,free,1-10,,finance,partner,0,0,0,1,0,0.0,0.0,0.0,0,1,1.2,6,1,10.8,1,2025-03-10,1,1,100.0,125.0,0.0,Stable,20,MONITOR
9ba0dd35-1ef8-455b-b58f-fa6eb294a573,2024-08-10,premium,1-10,,energy,ads,0,0,0,1,0,33.75,75.0,405.0,1,1,2.3,12,7,6.8,7,2025-07-20,2,4,100.0,296.0,0.0,Stable,33,MONITOR
cb50662c-fd0a-4f34-97cd-21889daea5ba,2024-11-03,standard,51-200,LATAM,education,seo,0,0,0,0,0,836.44,904.0,7528.0,0,19,104.6,9,2,5.4,2,2025-04-02,2,3,100.0,139.0,0.0,Stable,56,WARM — Expand Seat Count
a4c9a3d1-3c39-4032-9aa8-472b800d4706,2024-07-10,standard,200+,,retail,outbound,1,1,0,0,0,791.14,832.0,10284.8,0,25,102.0,13,9,16.3,8,2025-06-27,2,7,100.0,206.0,100.0,Stable,63,HOT — Standard to Enterprise
be03b649-cf39-4d32-8f00-1f815f37dd48,2025-05-05,free,11-50,EU,telecom,outbound,0,0,0,1,0,0.0,0.0,0.0,0,1,5.3,3,1,15.9,1,2025-07-22,1,1,100.0,139.0,0.0,Stable,20,MONITOR
43abfdef-959d-4bca-8cab-7fcde47674f8,2024-12-10,free,1-10,APAC,transport,ads,0,0,1,1,0,0.0,0.0,0.0,0,0,1.3,8,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
c2cb519d-ac2b-4ca3-8b26-5903b1ff1117,2024-02-22,premium,1-10,APAC,media,ads,0,1,0,1,0,77.33,120.0,1392.0,0,3,5.3,18,12,9.6,10,2025-06-21,4,11,90.9,1087.0,0.0,Stable,60,MONITOR
a4ea3ea4-9428-4dae-80ee-f33c043dda21,2024-10-10,standard,200+,,transport,seo,1,1,0,0,0,1280.96,1392.0,12809.6,0,28,163.3,10,11,11.6,7,2025-07-29,4,12,100.0,621.0,200.0,Stable,70,WARM — Expand Seat Count
49e6065a-4e19-494e-ad3e-72624f8776f6,2025-05-20,free,11-50,EU,retail,ads,0,1,0,1,0,0.0,0.0,0.0,0,1,3.0,3,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,MONITOR
a44b8970-3fec-47df-b07e-467e7ae8349f,2024-03-30,premium,51-200,EU,finance,ads,0,0,0,0,0,1167.18,1230.0,19842.0,0,31,79.6,17,18,10.7,12,2025-07-20,4,15,86.7,304.0,-66.7,Rapid Decline,80,AT-RISK — Rapid Decline
7b182f04-f51b-4b1e-9ae5-041b11ecb7e1,2025-06-25,free,51-200,,healthcare,seo,0,0,0,0,0,0.0,0.0,0.0,0,1,20.0,2,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,AT-RISK — Gone Dark
9a9f4efd-a9b8-4c08-b6d9-ab2f6fae50c3,2025-05-21,premium,1-10,,healthcare,outbound,0,0,0,1,0,65.0,75.0,195.0,0,0,4.3,3,4,10.6,2,2025-07-21,2,3,100.0,417.0,200.0,Stable,46,MONITOR
ce843e44-c685-4588-9e15-997e3112ec54,2024-08-08,free,11-50,,telecom,outbound,0,1,0,1,0,0.0,0.0,0.0,0,0,5.5,12,2,15.9,2,2024-12-07,2,2,100.0,513.0,0.0,Stable,41,WARM — Nurture to Standard
8ead262d-5a53-4c2a-b897-8676f5bad6f5,2024-10-01,standard,51-200,APAC,telecom,partner,0,1,0,0,1,239.36,280.0,2393.6,1,4,34.0,10,5,15.8,4,2025-06-26,3,5,80.0,538.0,-50.0,Mild Decline,31,WARM — Expand Seat Count
e2499822-cb9e-43ba-94cf-8e6c401dc77b,2025-06-19,standard,51-200,,finance,partner,0,0,0,0,0,696.0,696.0,1392.0,0,4,87.0,2,1,33.4,1,2025-06-29,1,1,100.0,202.0,0.0,Stable,40,WARM — Expand Seat Count
f2668b41-d97e-47a5-9a36-c5055a819df0,2024-06-10,free,200+,APAC,education,seo,0,1,0,0,0,0.0,0.0,0.0,1,6,51.0,14,2,12.8,1,2025-05-19,1,1,100.0,332.0,0.0,Stable,0,MONITOR
b372f024-4552-4425-b4cc-2648659c34d1,2025-05-30,standard,11-50,,transport,partner,0,0,0,0,0,144.0,152.0,432.0,0,1,18.0,3,1,6.3,1,2025-06-02,1,1,100.0,225.0,0.0,Stable,35,WARM — Expand Seat Count
55d94d74-fc7d-45d5-aab5-eefc4685c668,2024-02-21,free,1-10,,retail,outbound,0,1,0,1,0,0.0,0.0,0.0,0,0,2.3,18,1,8.9,1,2024-11-09,0,0,0.0,0.0,0.0,Stable,25,MONITOR
6f8f6f68-4f76-465f-814f-1a3e6e504ad9,2024-07-16,standard,1-10,EU,finance,outbound,0,1,0,1,0,15.02,24.0,195.2,2,1,1.9,13,2,26.6,2,2025-05-04,2,3,66.7,445.0,0.0,Stable,26,MONITOR
0e33f86f-83c6-43ba-80d6-031970be7d64,2024-10-31,premium,11-50,APAC,manufacturing,partner,0,0,0,0,0,327.3,375.0,3273.0,0,5,22.7,10,12,14.0,7,2025-06-26,4,8,100.0,277.0,100.0,Stable,60,MONITOR
5723649c-daf6-4266-888c-e515ab6c3874,2025-02-22,free,51-200,EU,finance,ads,0,1,0,0,0,0.0,0.0,0.0,1,0,24.0,6,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,MONITOR
ed400c18-8a60-482d-bd63-e59788808075,2024-12-12,premium,1-10,,education,seo,0,0,0,1,0,118.5,180.0,948.0,0,5,8.4,8,7,18.6,4,2025-05-20,2,4,100.0,333.0,0.0,Stable,46,MONITOR
d64fc896-1c80-4215-99ff-7cd37ba16904,2024-02-14,free,51-200,EU,transport,ads,0,0,1,0,0,0.0,0.0,0.0,0,2,28.7,18,3,37.2,2,2025-04-26,0,0,0.0,0.0,-50.0,Mild Decline,28,MONITOR
f8e0a344-b14c-49a5-8168-3bb5b87188b8,2024-09-29,free,200+,EU,finance,seo,0,0,0,0,0,0.0,0.0,0.0,0,6,65.8,11,3,9.7,3,2025-07-04,2,2,100.0,974.0,0.0,Stable,31,WARM — Nurture to Standard
38390e0a-f250-454e-9e17-f1cab08d12c3,2025-01-11,free,200+,,media,partner,0,0,1,0,0,0.0,0.0,0.0,0,1,21.1,7,2,9.2,1,2025-04-14,1,1,100.0,159.0,0.0,Stable,20,MONITOR
0a5320cd-e48b-4218-8a34-3a5f292fe959,2025-01-05,free,51-200,LATAM,energy,seo,0,1,0,0,0,0.0,0.0,0.0,1,3,28.9,7,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,0,MONITOR
6ca9597e-bac6-4a5d-8053-749f13ed51cc,2024-05-02,standard,1-10,APAC,finance,outbound,0,0,0,1,0,18.45,32.0,276.8,0,0,2.3,15,6,16.5,5,2025-06-17,2,5,100.0,177.0,0.0,Stable,53,MONITOR
ab903086-511b-4c99-81b8-a7d3ae07a5b1,2025-02-01,standard,1-10,,finance,ads,0,0,0,1,0,20.27,25.6,121.6,0,0,2.8,6,5,16.8,4,2025-07-29,2,5,100.0,210.0,0.0,Stable,46,MONITOR
d25d171b-f289-48ac-ac44-dbe4c88be24d,2025-04-30,standard,200+,,retail,outbound,1,1,0,0,0,686.0,728.0,2744.0,0,6,90.3,4,4,12.5,3,2025-07-17,2,4,50.0,193.0,-50.0,Mild Decline,56,WARM — Expand Seat Count
6e02546d-0ee6-4462-927b-e85dc2f0b729,2025-04-03,free,1-10,APAC,transport,seo,0,0,0,0,0,0.0,0.0,0.0,0,1,1.0,4,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,AT-RISK — Gone Dark
a9556c8b-b4ea-4a68-95d7-d2089dde41a7,2025-06-23,standard,1-10,APAC,media,outbound,0,0,0,1,0,22.4,32.0,44.8,0,0,3.0,2,1,19.3,1,2025-06-23,1,1,100.0,236.0,0.0,Stable,30,MONITOR
f775aa87-b59b-47a3-bf81-b96e51bb3b29,2024-03-06,free,51-200,EU,education,partner,0,0,0,1,0,0.0,0.0,0.0,1,3,27.7,17,3,16.4,3,2025-06-13,2,2,100.0,142.0,0.0,Stable,16,WARM — Nurture to Standard
a70ad2e2-ee15-46d4-b366-fe59d0be9a7d,2024-08-24,free,11-50,EU,transport,seo,0,0,1,1,0,0.0,0.0,0.0,0,1,2.5,12,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,AT-RISK — Gone Dark
c44c8671-b708-4505-919a-ab1afeabb1a7,2024-04-21,free,1-10,APAC,education,seo,0,0,0,1,0,0.0,0.0,0.0,0,2,3.8,16,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,AT-RISK — Gone Dark
2e56c33e-4e00-41dc-9581-e81b2b5c00a2,2025-02-22,premium,1-10,,transport,seo,0,0,0,1,0,87.0,105.0,522.0,0,3,6.0,6,8,21.9,5,2025-06-27,3,8,100.0,190.0,0.0,Stable,43,MONITOR
9eeced56-d7f6-42cc-b26f-41ceec543a0b,2024-02-02,standard,51-200,,education,partner,0,0,0,0,0,511.82,560.0,9212.8,0,31,65.6,18,13,8.7,5,2025-03-30,2,7,100.0,261.0,100.0,Stable,63,WARM — Expand Seat Count
d4f8173f-c03f-4e06-8be9-df9bab29b548,2025-02-24,free,11-50,,energy,outbound,0,0,1,1,0,0.0,0.0,0.0,0,0,4.0,6,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
ae42d0ae-7c79-4690-a340-cf1c4ba52919,2024-05-16,free,1-10,EU,finance,ads,0,1,0,1,0,3.09,8.0,46.4,0,2,1.2,15,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,MONITOR
4468d1d2-c326-45f3-b216-8bd045100611,2025-05-22,free,11-50,,energy,seo,0,0,0,0,0,0.0,0.0,0.0,0,0,6.0,3,1,46.9,1,2025-06-03,1,1,0.0,123.0,0.0,Stable,25,MONITOR
d9479437-ed74-4f61-8a0b-99eefdb39aff,2025-03-08,free,200+,,software,outbound,0,1,0,0,0,0.0,0.0,0.0,0,0,41.4,5,1,42.6,1,2025-07-13,0,0,0.0,0.0,0.0,Stable,25,MONITOR
3d17faa7-46a2-47f8-b211-7537730974d6,2024-07-11,standard,1-10,,software,partner,0,0,0,1,0,59.57,96.0,774.4,0,2,7.8,13,4,21.0,3,2025-07-07,2,2,50.0,367.0,0.0,Stable,41,MONITOR
71999335-54ac-4eb4-baf7-d836c79a5ebb,2024-08-20,standard,11-50,EU,healthcare,partner,0,0,0,1,0,54.0,64.0,648.0,0,0,6.8,12,7,7.6,6,2025-07-29,4,7,100.0,171.0,100.0,Stable,60,MONITOR
cb725b49-642f-4f15-ac60-ec6a39759b60,2024-10-27,free,11-50,APAC,telecom,partner,0,0,0,1,0,0.0,0.0,0.0,0,0,4.0,10,2,8.3,2,2025-07-30,0,0,0.0,0.0,0.0,Stable,33,MONITOR
21a450fc-0f9b-4ccc-ad38-91d1e3ead628,2024-10-28,standard,1-10,APAC,healthcare,partner,0,1,0,1,0,58.4,72.0,584.0,1,1,7.4,10,5,8.9,4,2025-07-23,3,3,100.0,176.0,-50.0,Mild Decline,26,MONITOR
92d8291a-2f84-49a8-a107-dd551422fa3e,2025-05-01,standard,11-50,APAC,retail,ads,0,0,0,0,0,114.13,120.0,342.4,0,0,15.3,3,1,10.5,1,2025-05-15,2,3,66.7,140.0,0.0,Stable,48,WARM — Expand Seat Count
c97807ff-3943-4384-85bc-e60bf53178b6,2025-05-07,premium,51-200,,manufacturing,seo,0,0,0,0,0,820.0,840.0,2460.0,0,4,54.7,3,2,15.2,2,2025-07-13,3,3,100.0,103.0,0.0,Stable,56,MONITOR
65a89097-c0ee-4ad3-bafe-ac80aee88893,2024-10-09,premium,51-200,EU,telecom,ads,0,0,0,0,0,1688.7,1800.0,16887.0,1,27,117.2,10,7,11.9,6,2025-07-23,2,3,100.0,236.0,-50.0,Mild Decline,48,MONITOR
46a4a16b-0c83-41d4-b11e-26b85d04bd1e,2024-11-22,premium,1-10,EU,software,ads,0,0,0,1,0,94.67,120.0,852.0,1,3,6.4,9,8,18.1,5,2025-07-14,2,6,100.0,331.0,100.0,Stable,28,MONITOR
13a35f50-a5bc-4652-bbd4-ff0ade1df6c6,2025-01-03,free,11-50,EU,manufacturing,ads,0,0,0,1,0,0.0,0.0,0.0,0,0,6.3,7,1,13.0,1,2025-03-04,0,0,0.0,0.0,0.0,Stable,25,MONITOR
5775eae2-87c9-4bb7-89d2-07cf73c00b30,2024-03-24,premium,11-50,EU,finance,ads,0,1,0,0,0,210.0,225.0,3570.0,1,5,14.2,17,18,12.1,13,2025-06-01,3,10,100.0,259.0,-50.0,Mild Decline,48,MONITOR
e4cb629c-fb34-40c0-bb51-79914e197309,2024-09-04,standard,1-10,EU,education,ads,0,0,0,1,0,67.2,80.0,739.2,0,2,8.7,11,2,8.6,2,2025-07-31,1,1,100.0,54.0,0.0,Stable,33,MONITOR
4f94d92b-803a-4d2a-9380-9fc56378f05c,2024-08-06,free,1-10,EU,finance,ads,0,1,0,1,0,0.0,0.0,0.0,0,0,1.3,12,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,MONITOR
0fb09803-c429-4959-9a56-5f4b51fd0d1e,2025-02-14,standard,200+,,media,seo,1,0,0,0,0,645.6,688.0,3873.6,0,9,83.5,6,6,11.6,4,2025-05-19,2,7,100.0,383.0,100.0,Stable,56,WARM — Expand Seat Count
9b8b2441-567b-4002-a182-dfbe1718efa4,2025-06-07,premium,51-200,APAC,telecom,seo,0,0,0,0,0,217.5,255.0,435.0,0,0,16.0,2,2,17.2,1,2025-06-09,2,3,100.0,267.0,0.0,Stable,48,MONITOR
134abd5b-34c3-44d2-b0e0-6122ecf53239,2024-03-12,free,51-200,,media,ads,0,0,1,1,0,0.0,0.0,0.0,0,1,12.8,17,2,14.4,2,2025-01-06,0,0,0.0,0.0,0.0,Stable,28,MONITOR
e0892fe3-755b-409e-ac98-464a7ab9203b,2024-07-06,free,1-10,EU,transport,ads,0,0,0,1,0,0.0,0.0,0.0,1,0,5.5,13,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,AT-RISK — Gone Dark
eb15299c-9fc5-4757-a149-5c46b1989550,2024-02-15,premium,11-50,EU,transport,partner,0,0,0,1,0,82.33,135.0,1482.0,1,0,5.8,18,11,12.0,10,2025-07-12,2,8,100.0,231.0,0.0,Stable,48,MONITOR
3972cb9d-d23c-4f0f-8d18-0c6af27e1959,2024-04-05,free,11-50,LATAM,manufacturing,ads,0,0,0,1,0,0.0,0.0,0.0,1,0,4.6,16,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,AT-RISK — Gone Dark
aff72224-35da-40c6-bf6b-5430649cf1b0,2025-01-09,free,1-10,,retail,outbound,0,1,0,1,0,0.0,0.0,0.0,2,0,2.6,7,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,MONITOR
20b64fbf-5eb8-4bd3-b590-794ebde39d71,2024-06-08,premium,11-50,APAC,software,outbound,0,0,0,1,0,187.5,225.0,2625.0,2,4,12.5,14,12,11.4,8,2025-06-18,3,10,70.0,207.0,0.0,Stable,38,MONITOR
c77dcbbe-671f-4546-9554-0a4d806bc6be,2025-05-17,premium,11-50,,healthcare,outbound,0,0,0,0,0,89.0,105.0,267.0,0,0,6.3,3,1,10.4,1,2025-06-23,0,0,0.0,0.0,0.0,Stable,30,MONITOR
6347d24d-3009-47dd-a072-191008f352ce,2024-04-03,standard,11-50,,energy,partner,0,0,0,1,1,50.5,112.0,808.0,0,3,13.9,16,6,13.1,3,2025-04-02,3,7,85.7,186.0,0.0,Stable,36,MONITOR
1b00c1ef-4c20-4627-9640-2a02a092ea72,2024-06-18,standard,11-50,EU,manufacturing,ads,0,0,0,0,0,161.03,176.0,2254.4,0,5,21.4,14,11,9.6,8,2025-06-22,3,5,60.0,163.0,0.0,Stable,53,WARM — Expand Seat Count
a2e5539f-9e33-410e-81ae-d9aa388cc893,2025-06-13,free,1-10,APAC,software,ads,0,0,0,0,0,0.0,0.0,0.0,0,0,3.0,2,1,17.9,1,2025-06-16,1,1,0.0,68.0,0.0,Stable,25,MONITOR
9f2fbcd3-09d5-488f-8efa-6270e380f5f7,2025-02-26,premium,1-10,APAC,education,seo,0,0,0,1,0,82.5,90.0,495.0,0,2,5.5,6,4,11.5,2,2025-03-25,2,2,50.0,105.0,200.0,Stable,41,MONITOR
d62fdcdf-bd2e-48dd-9105-a918c421f2b1,2025-03-25,free,51-200,EU,energy,outbound,0,0,1,0,0,0.0,0.0,0.0,1,0,7.4,5,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,AT-RISK — Gone Dark
e256f910-d3ae-4198-afef-8efc1fd8abcd,2024-11-15,free,1-10,,transport,outbound,0,0,0,1,0,0.0,0.0,0.0,0,0,3.0,9,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
6a300408-55d6-4c27-91b9-9cc9f22282de,2025-02-13,free,1-10,,energy,seo,0,1,0,1,0,9.33,16.0,56.0,0,0,1.2,6,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,30,MONITOR
a5ac3a7a-19f6-472b-9a79-d0f6f49bfd52,2025-06-04,free,1-10,APAC,retail,ads,0,0,0,1,0,0.0,0.0,0.0,0,0,1.5,2,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
9b4f0fdd-449a-46b1-99c4-41698022ad49,2024-09-18,free,11-50,EU,energy,ads,0,0,0,1,0,0.0,0.0,0.0,0,1,4.7,11,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,20,AT-RISK — Gone Dark
2cd9acb0-db27-4e35-ba53-0399517b2910,2024-03-12,free,11-50,EU,retail,outbound,0,1,0,1,0,0.0,0.0,0.0,2,0,2.6,17,3,38.9,3,2025-04-11,1,4,100.0,298.0,0.0,Stable,18,MONITOR
c9354ce5-e39a-4ee9-8e79-757c1f0bb6b6,2024-02-28,standard,11-50,,manufacturing,seo,0,0,0,1,1,21.33,48.0,384.0,0,1,3.3,18,14,21.5,7,2025-04-28,2,9,88.9,294.0,200.0,Stable,48,MONITOR
bf26be4a-5dd1-44a8-9b00-ea64cbee5201,2024-06-14,free,11-50,APAC,transport,seo,0,1,0,1,0,0.0,0.0,0.0,1,2,3.0,14,1,6.0,1,2025-02-08,1,1,100.0,608.0,0.0,Stable,5,MONITOR
0c2a858b-5ed0-4b45-b3b2-9d305f0bc4e3,2024-08-19,standard,1-10,,software,seo,0,0,0,1,0,45.47,64.0,545.6,2,2,5.8,12,3,30.0,3,2025-05-10,2,3,100.0,247.0,0.0,Stable,26,MONITOR
20b34ae6-bfd2-46c1-bf3a-b4233b54325a,2024-03-04,free,11-50,LATAM,software,outbound,0,0,0,1,0,0.0,0.0,0.0,2,0,5.0,17,2,15.2,2,2024-11-25,3,3,66.7,293.0,0.0,Stable,26,WARM — Nurture to Standard
9096df30-18f4-478c-84d9-52c207e8a1e1,2024-03-19,free,11-50,,telecom,ads,0,1,0,1,0,0.0,0.0,0.0,0,1,11.5,17,1,6.0,1,2025-01-04,0,0,0.0,0.0,0.0,Stable,20,MONITOR
34784f09-c3fb-4593-bdbb-c90b93f74a30,2025-06-17,standard,1-10,,software,seo,0,0,0,0,0,56.0,56.0,112.0,0,0,7.0,2,1,5.5,1,2025-06-23,1,1,100.0,94.0,0.0,Stable,30,MONITOR
c6d50442-a521-4dd9-ad65-5c5dac92739a,2025-03-13,free,1-10,APAC,manufacturing,outbound,0,1,0,0,0,0.0,0.0,0.0,0,0,1.0,5,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,MONITOR
c09a13b0-5e6f-4bc4-b2bb-e82c4ec6c68d,2024-05-09,premium,1-10,EU,telecom,partner,0,1,0,1,0,54.8,90.0,822.0,0,1,3.7,15,3,17.1,2,2025-07-20,1,1,100.0,29.0,100.0,Stable,33,MONITOR
c82e9df0-63a2-420b-8379-35237a580c04,2025-05-07,standard,51-200,APAC,transport,seo,0,0,0,0,0,778.67,784.0,2336.0,0,2,97.3,3,1,4.8,1,2025-06-18,0,0,0.0,0.0,0.0,Stable,45,WARM — Expand Seat Count
b8795d93-e0d0-49aa-b22f-9bbedd75010b,2024-02-05,premium,1-10,EU,energy,seo,0,0,0,1,0,56.33,90.0,1014.0,2,2,4.1,18,23,18.4,16,2025-06-03,4,16,100.0,276.0,0.0,Stable,50,MONITOR
9bf5ef20-c40c-42a4-bf62-29103ef41103,2024-09-05,free,51-200,EU,education,seo,0,0,1,1,0,0.0,0.0,0.0,0,1,7.6,11,1,11.5,1,2024-12-23,1,1,100.0,271.0,0.0,Stable,20,MONITOR
253f93f4-1a2d-4e5b-94c1-03fb2743fd87,2025-06-17,free,11-50,,manufacturing,ads,0,1,0,1,0,0.0,0.0,0.0,0,0,5.5,2,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,MONITOR
c379a3b7-cb5c-4082-8719-bc7bcc8fd1ec,2025-03-04,free,1-10,,transport,seo,0,0,0,1,0,0.0,0.0,0.0,1,0,1.2,5,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,10,AT-RISK — Gone Dark
e9947573-1a7d-4431-ae57-26fec77b1123,2025-02-27,free,11-50,APAC,telecom,ads,0,0,0,1,0,0.0,0.0,0.0,0,0,2.2,6,2,15.4,1,2025-03-31,1,1,100.0,38.0,0.0,Stable,25,MONITOR
fa888943-1d02-4871-9992-a0b3ec7d69f1,2024-08-25,free,51-200,LATAM,manufacturing,seo,0,1,0,1,0,0.0,0.0,0.0,1,5,18.8,12,1,11.4,1,2025-07-26,0,0,0.0,0.0,0.0,Stable,0,MONITOR
f9bd1ccc-38be-4188-a8cf-e2bde180d0b2,2024-02-15,premium,11-50,,software,partner,0,1,0,1,0,312.83,345.0,5631.0,0,8,21.3,18,18,14.4,11,2025-07-30,3,11,90.9,179.0,100.0,Stable,63,MONITOR
9ce2e64f-d7fe-4515-8e83-6098da762a81,2025-05-06,free,1-10,APAC,manufacturing,partner,0,0,1,1,0,0.0,0.0,0.0,0,0,1.7,3,0,0.0,0,,0,0,0.0,0.0,0.0,Gone Dark,25,AT-RISK — Gone Dark
