user_id,plan_tier,industry,company_size,region,avg_mrr,total_tickets,latest_month,latest_sessions,prev_sessions,session_delta_pct,engagement_signal,risk_priority
410135ec-409e-494d-8546-77fc19f3ec6c,premium,software,200+,EU,4995.0,28,2025-07,1,4,-75.0,Rapid Decline,2
abd68cdd-1d38-4e80-a688-8461407bbf4b,premium,education,200+,APAC,4983.67,83,2025-07,1,3,-66.7,Rapid Decline,2
179a8233-a50f-4bbc-a224-b297f382555f,premium,transport,200+,,4944.71,139,2025-07,1,3,-66.7,Rapid Decline,2
d5618d9e-256f-40e4-87c1-324520d42046,premium,healthcare,200+,EU,4865.8,132,2025-07,1,4,-75.0,Rapid Decline,2
dbabb557-5882-4e7c-8c99-5ff614a32569,premium,healthcare,200+,APAC,4856.47,155,2025-07,1,3,-66.7,Rapid Decline,2
e2c1e10c-f3be-4eca-9b40-db567b3c30cc,premium,energy,200+,EU,4829.5,160,2025-06,1,3,-66.7,Rapid Decline,2
3c564e6f-04b1-4e94-b6c2-10465617c5f0,premium,energy,200+,,4826.14,120,2025-07,1,4,-75.0,Rapid Decline,2
01a72d35-47b8-48fb-a5ab-0e125478dc6b,premium,healthcare,200+,EU,4810.0,25,2025-07,1,5,-80.0,Rapid Decline,2
fc9725e0-942c-4d99-94c3-783971809f33,premium,media,200+,APAC,4670.0,28,2025-07,1,3,-66.7,Rapid Decline,2
5c3eb5cf-f5e6-442f-ae58-16aa16ebd5c5,premium,transport,200+,EU,4651.33,66,2025-07,1,3,-66.7,Rapid Decline,2
56063cba-1d53-4b9a-9041-e17b174b7d02,premium,education,200+,,4638.33,83,2025-07,1,3,-66.7,Rapid Decline,2
dc870cea-2228-46d7-a82e-dbf325cac4a5,premium,telecom,200+,APAC,4634.25,55,2025-07,1,3,-66.7,Rapid Decline,2
bc4e7e62-b73d-4977-afbd-7878176f3a27,premium,manufacturing,200+,,4563.0,61,2025-07,1,3,-66.7,Rapid Decline,2
fd29248b-41d0-4e67-86bf-cbd81492fdc5,premium,finance,200+,,4539.0,157,2025-07,1,3,-66.7,Rapid Decline,2
fe2b106a-fd99-43e0-b130-4edbb5380ce2,premium,energy,200+,,4515.17,153,2025-07,1,3,-66.7,Rapid Decline,2
38719972-1c33-46e3-8387-c73b1ff90bd4,premium,energy,200+,,4510.5,32,2025-07,1,3,-66.7,Rapid Decline,2
efc7ca99-8f14-4b05-811c-3e500350b729,premium,transport,200+,EU,4509.64,122,2025-07,1,3,-66.7,Rapid Decline,2
9e93fe28-5d87-497b-ae82-7706b616a47c,premium,transport,200+,EU,4496.25,28,2025-07,1,3,-66.7,Rapid Decline,2
db785aae-79d7-4f17-879a-69b8f8f23f50,premium,telecom,200+,LATAM,4496.18,91,2025-07,1,4,-75.0,Rapid Decline,2
aa303e90-4feb-4696-9a83-da592c7cbcb9,premium,manufacturing,200+,,4453.0,119,2025-07,1,3,-66.7,Rapid Decline,2
e0a01f2b-0bc1-40c3-bbb7-0737f7a8d25f,premium,manufacturing,200+,EU,4431.0,128,2025-07,1,4,-75.0,Rapid Decline,2
79982503-17dc-4901-92d7-5fb4fd76d364,premium,healthcare,200+,LATAM,4384.8,34,2025-07,1,3,-66.7,Rapid Decline,2
58f6c55c-587c-48a2-a1a1-a3d09babbf78,premium,finance,200+,APAC,4364.82,133,2025-07,1,4,-75.0,Rapid Decline,2
e3ee6ce8-c1f7-4465-9c8b-241dc6643ef3,premium,transport,200+,EU,4279.09,90,2025-07,1,3,-66.7,Rapid Decline,2
10b266c0-5710-456f-ab84-470ef446f8f6,premium,telecom,200+,,4253.25,95,2025-07,1,4,-75.0,Rapid Decline,2
923c3371-a321-4135-9dd0-51eb554827f5,premium,retail,200+,,4229.17,135,2025-07,1,3,-66.7,Rapid Decline,2
b665974b-e91d-4d77-b44d-2a43ae57e097,premium,telecom,200+,APAC,4119.75,22,2025-07,1,3,-66.7,Rapid Decline,2
1c5fae05-ecc3-4b8a-80c3-04480c5b675f,premium,retail,200+,,4086.0,87,2025-07,1,3,-66.7,Rapid Decline,2
454155b7-1f9a-44e1-b9fc-7dd13273b6ea,premium,energy,200+,,3852.5,109,2025-07,1,3,-66.7,Rapid Decline,2
1dbb17b2-913e-4077-804d-ab11e74d95b4,premium,software,200+,EU,3837.38,52,2025-07,1,3,-66.7,Rapid Decline,2
f9ef4d17-99f5-4c10-b4ad-9cab81e2154d,premium,retail,200+,EU,3758.0,86,2025-07,1,3,-66.7,Rapid Decline,2
6a88afb3-a34a-4a10-ba3b-0e2c19beb236,premium,healthcare,200+,APAC,3752.0,108,2025-07,1,4,-75.0,Rapid Decline,2
7a310d73-ef2f-4b90-9a0f-da80f4a24ced,premium,healthcare,200+,APAC,3702.67,61,2025-07,1,3,-66.7,Rapid Decline,2
29978f70-f5a3-43e2-b254-357d493cf457,premium,software,200+,EU,3572.63,48,2025-07,1,3,-66.7,Rapid Decline,2
b1f13770-8a3b-47c1-ade6-9ca28cdead2e,premium,education,200+,APAC,3486.75,81,2025-06,2,5,-60.0,Rapid Decline,2
fa6c2aa3-d34f-41bc-9987-92ff79fb3764,premium,media,200+,EU,3473.25,29,2025-07,1,3,-66.7,Rapid Decline,2
c4260ffe-fd73-4401-b8d4-a64be8a26b1b,premium,manufacturing,200+,,3472.0,40,2025-03,1,3,-66.7,Rapid Decline,2
ceb101f3-9c17-4e56-b825-cb45724d606a,premium,media,200+,EU,3441.0,32,2025-07,2,5,-60.0,Rapid Decline,2
f4ebf41e-3d4f-4185-bbff-dcc0de5a6014,premium,finance,200+,APAC,3350.0,43,2025-07,1,3,-66.7,Rapid Decline,2
4648c900-3c49-4146-a1ed-fdf57d4b2122,premium,finance,200+,,3323.0,36,2025-06,1,4,-75.0,Rapid Decline,2
c93ecd18-6b05-4807-82a0-6e0f2ce70013,standard,finance,200+,APAC,3240.0,33,2025-05,1,3,-66.7,Rapid Decline,2
2a6878c9-126d-43d3-8997-b9e552631e26,premium,software,200+,LATAM,3185.63,43,2025-06,1,3,-66.7,Rapid Decline,2
dd5db795-aa7d-4844-8c1b-236c3d0a770d,standard,education,200+,APAC,3168.0,71,2025-03,1,3,-66.7,Rapid Decline,2
8d81082b-bb3c-46ab-b3aa-2d44d5a61a9e,standard,media,200+,APAC,3039.4,55,2025-05,1,3,-66.7,Rapid Decline,2
7d94c2a8-f64d-4333-a57a-a61b66bf9899,premium,healthcare,200+,EU,3027.0,11,2025-07,1,3,-66.7,Rapid Decline,2
2a372731-7cd3-4ef3-9e9d-7d15bd29877d,premium,manufacturing,200+,APAC,3002.0,97,2025-07,1,3,-66.7,Rapid Decline,2
03d228fc-4812-4860-b420-3fe6f96efc4c,premium,software,200+,,2978.6,93,2025-07,1,3,-66.7,Rapid Decline,2
32086579-97e1-4689-b612-0ecf26319b82,standard,media,200+,,2976.8,96,2025-07,1,3,-66.7,Rapid Decline,2
377b69ad-b95d-4b27-8416-d3ccc059803d,premium,manufacturing,200+,,2920.36,51,2025-07,1,5,-80.0,Rapid Decline,2
f7e9bb13-20a4-40cf-9a53-14d2d4663f1d,premium,software,200+,EU,2891.33,36,2025-07,1,4,-75.0,Rapid Decline,2
e71dcbb3-0156-477b-8dee-e6d405f3a39b,premium,healthcare,200+,,2891.1,49,2025-05,1,4,-75.0,Rapid Decline,2
6fb89cd5-74f5-4958-a9d3-ec1b30829df5,standard,transport,200+,EU,2886.76,73,2025-06,1,3,-66.7,Rapid Decline,2
6c745f88-af3e-48b9-bc81-a84c3ccf5a98,standard,education,200+,LATAM,2877.33,84,2025-07,1,3,-66.7,Rapid Decline,2
06667202-295a-4c38-b2e4-b98ba3b2beeb,standard,retail,200+,,2869.28,68,2025-07,1,3,-66.7,Rapid Decline,2
71e6a364-d194-4be0-b43f-9cea36bc5de4,premium,education,200+,EU,2835.0,13,2025-07,1,3,-66.7,Rapid Decline,2
145f117f-7bde-4340-956a-45ad40a92b96,standard,media,200+,EU,2829.6,57,2025-06,1,4,-75.0,Rapid Decline,2
c387d392-de82-47b1-8417-ba7e50e5b9ca,standard,manufacturing,200+,,2765.33,27,2025-07,1,3,-66.7,Rapid Decline,2
fff1364e-e576-4598-9482-447904d1d21f,standard,finance,200+,APAC,2754.88,40,2025-07,1,3,-66.7,Rapid Decline,2
ab69f4ec-0dba-48fa-8f84-cf4305e31c41,premium,healthcare,51-200,,2752.5,46,2025-06,1,5,-80.0,Rapid Decline,2
acf10ed6-8881-4fd6-83a3-4654aa5f8c46,standard,energy,200+,,2744.32,42,2025-07,1,3,-66.7,Rapid Decline,2
b3972179-234a-4d41-8ee0-23fb30d3afea,standard,retail,200+,EU,2691.2,42,2025-05,1,3,-66.7,Rapid Decline,2
cb8969bb-73c7-42ba-9ac7-ae5a44c3ef0a,standard,telecom,200+,LATAM,2650.67,20,2025-07,1,3,-66.7,Rapid Decline,2
8ccfcc63-dc68-47bb-97a4-4117622fe3ed,premium,energy,200+,EU,2648.44,77,2025-07,1,3,-66.7,Rapid Decline,2
476fac2a-fccb-49c8-a273-0d229f92a857,standard,telecom,200+,EU,2638.22,55,2025-07,1,4,-75.0,Rapid Decline,2
30819296-cb5d-49dc-badd-0e56030a552e,premium,energy,200+,,2599.88,49,2025-07,1,3,-66.7,Rapid Decline,2
a2d959ab-3bb3-43f5-a7c7-cb7121a97447,standard,retail,200+,EU,2581.23,102,2025-05,1,3,-66.7,Rapid Decline,2
37c25101-b650-47db-8c4b-0434dd88c4f6,standard,software,200+,,2570.46,82,2025-07,1,3,-66.7,Rapid Decline,2
d12aca28-0de3-4192-9450-168cce34553f,premium,software,200+,EU,2530.17,79,2025-07,1,3,-66.7,Rapid Decline,2
5352bdf7-52d2-4981-9c7e-3ed44dea9cc8,premium,energy,200+,,2468.29,87,2025-07,1,3,-66.7,Rapid Decline,2
44cdc993-1b47-41a8-bc66-35808ec02635,premium,manufacturing,51-200,,2390.0,29,2025-04,1,3,-66.7,Rapid Decline,2
5ad36d27-bf09-4495-ad79-706a448c8388,standard,finance,200+,APAC,2365.46,96,2025-07,1,3,-66.7,Rapid Decline,2
ea3a3118-6fe4-4552-b910-3210e7a331f3,premium,healthcare,200+,,2344.5,66,2025-07,1,4,-75.0,Rapid Decline,2
f8d34a88-eb23-4e3a-8f04-6c421ed44470,standard,finance,200+,EU,2302.4,41,2025-05,1,4,-75.0,Rapid Decline,2
70a0be52-2ab0-45da-828b-475bb6c38801,standard,energy,200+,,2296.18,60,2025-06,1,3,-66.7,Rapid Decline,2
f8bda6df-9f0c-4de0-81e1-cb124603c808,standard,finance,200+,,2294.4,28,2025-06,1,3,-66.7,Rapid Decline,2
09329497-0bde-4515-a4ab-cf41c9b6d8ca,premium,software,200+,EU,2278.8,22,2025-07,1,3,-66.7,Rapid Decline,2
089c89be-5c18-4a53-b1e4-97b23cf9f145,premium,energy,200+,APAC,2265.6,22,2025-06,1,3,-66.7,Rapid Decline,2
e6c93f13-483e-477b-868b-977602022699,premium,media,200+,LATAM,2255.0,27,2025-07,1,3,-66.7,Rapid Decline,2
32369adc-f2d6-4f17-963f-550002ad777f,premium,transport,200+,EU,2250.0,14,2025-07,1,3,-66.7,Rapid Decline,2
2f2052d0-f6de-436e-865e-a2a16c42f7ab,standard,finance,200+,,2243.84,44,2025-02,1,3,-66.7,Rapid Decline,2
909f3640-fe87-448c-9657-009e04e79307,premium,retail,200+,EU,2235.9,38,2025-07,1,3,-66.7,Rapid Decline,2
d32b8329-3a96-400f-bb27-33e70e7f00b8,premium,transport,200+,,2232.82,44,2025-07,2,5,-60.0,Rapid Decline,2
8ff4d380-56df-435d-a9e8-da2f5742e747,premium,finance,200+,,2220.69,50,2025-07,1,5,-80.0,Rapid Decline,2
e547017f-88ff-448a-a414-8b7f319864de,standard,software,200+,LATAM,2166.72,58,2025-04,1,3,-66.7,Rapid Decline,2
751a1c92-14a3-468d-9064-100bccccda77,standard,media,200+,APAC,2156.8,51,2025-06,1,3,-66.7,Rapid Decline,2
d180c2fd-00c3-4c03-b6a8-00fc1c79015a,premium,retail,200+,,2132.25,29,2025-07,1,4,-75.0,Rapid Decline,2
b056a9aa-aa5e-4aa1-bace-432555b85bae,standard,education,200+,,2123.2,24,2025-06,1,3,-66.7,Rapid Decline,2
88eea8dc-baf9-4ced-872c-3bfd3ce7fb38,premium,transport,200+,APAC,2079.33,41,2025-07,1,5,-80.0,Rapid Decline,2
dfd45961-8b33-4f5c-a24c-6c8eaad1d8d6,standard,energy,200+,EU,1956.65,74,2025-07,1,4,-75.0,Rapid Decline,2
f970d310-c042-4c1c-9f9a-384658a6ba89,standard,transport,200+,,1928.16,46,2025-06,1,3,-66.7,Rapid Decline,2
db1a8e6f-9b52-4c36-b6fd-4f839fd3ff46,premium,education,51-200,,1915.0,24,2025-07,1,3,-66.7,Rapid Decline,2
fe51cf34-575e-413e-ac0b-d3be73eb50a4,premium,manufacturing,51-200,EU,1911.82,38,2025-07,1,4,-75.0,Rapid Decline,2
1e4abbe8-1365-49e9-ac4b-a44ac3e54255,premium,transport,200+,,1905.63,54,2025-06,1,4,-75.0,Rapid Decline,2
6fe45aac-0ff5-4313-8e5f-84467e06f3fd,standard,manufacturing,200+,APAC,1884.8,41,2025-06,1,3,-66.7,Rapid Decline,2
6890476a-53f0-48fd-b3ae-a353daa95a1f,standard,retail,200+,APAC,1864.64,33,2025-05,1,3,-66.7,Rapid Decline,2
d5536638-5a27-415e-b5c8-cb7c82f90aef,premium,media,51-200,,1855.4,54,2025-07,1,4,-75.0,Rapid Decline,2
a0c8e774-ea6e-4a4b-bce9-efa19df03257,premium,finance,51-200,APAC,1855.13,31,2025-07,2,5,-60.0,Rapid Decline,2
53ec5e1a-888c-4674-ad83-6103913da69d,premium,telecom,51-200,EU,1842.86,34,2025-07,1,4,-75.0,Rapid Decline,2
a8632c7e-6cb4-44e9-9b2b-c383960c296d,standard,transport,200+,APAC,1828.16,51,2025-06,1,3,-66.7,Rapid Decline,2
309bc943-1148-4272-a70d-1e90d35675a9,standard,telecom,200+,APAC,1822.6,87,2025-05,1,3,-66.7,Rapid Decline,2
0affb1e3-18a8-416e-8fe2-fa0ffedfbf00,standard,manufacturing,200+,,1814.21,83,2025-06,1,3,-66.7,Rapid Decline,2
fdb2667c-9b05-4387-8b3a-2d195b17098f,standard,telecom,200+,,1814.0,12,2025-06,1,3,-66.7,Rapid Decline,2
499d506f-8999-45b6-a52a-ffacf8313cb0,premium,finance,51-200,,1809.0,58,2025-07,1,3,-66.7,Rapid Decline,2
808bdbf8-062a-482a-9b1e-a57c2463d31f,premium,software,51-200,,1795.0,8,2025-07,1,3,-66.7,Rapid Decline,2
6c10f9ee-0ec4-46d0-b732-0ee1ce901bb2,premium,manufacturing,51-200,,1791.0,34,2025-07,1,3,-66.7,Rapid Decline,2
8f77767e-79b4-453b-9f94-947c7a7bce87,premium,healthcare,51-200,,1787.44,51,2025-07,1,3,-66.7,Rapid Decline,2
2b2a1e01-f5a7-4c4a-bd70-0a8d6ef690d9,premium,finance,200+,APAC,1783.64,33,2025-07,1,5,-80.0,Rapid Decline,2
66a88e17-284c-487d-8473-4a2b1684e1fa,premium,energy,200+,APAC,1769.1,33,2025-07,1,3,-66.7,Rapid Decline,2
6be1c798-3682-44e8-8465-2692ecc3cb51,standard,energy,200+,LATAM,1767.77,71,2025-07,1,3,-66.7,Rapid Decline,2
72e45803-57dc-4d04-a5cb-f6ddd35d9d27,premium,finance,51-200,,1762.5,12,2025-07,1,4,-75.0,Rapid Decline,2
bd36f34c-1e28-4ce7-9aff-9651348aa887,premium,healthcare,51-200,,1762.5,53,2025-05,1,3,-66.7,Rapid Decline,2
60a4eb40-4a3c-4398-8f41-a16651448d7d,premium,manufacturing,51-200,APAC,1753.13,18,2025-06,1,3,-66.7,Rapid Decline,2
2aa611cc-03f0-44d0-90d6-809dc65d90ef,premium,education,51-200,,1750.0,24,2025-07,2,6,-66.7,Rapid Decline,2
9b117936-5989-4647-8ecf-c1fc01697aef,premium,software,51-200,LATAM,1726.5,28,2025-07,1,3,-66.7,Rapid Decline,2
9132714b-55f6-4724-b06c-2a8279f99e7a,premium,healthcare,51-200,EU,1725.0,9,2025-07,1,3,-66.7,Rapid Decline,2
df074d77-99c4-4470-b4fa-e6e9e5315f7d,premium,energy,51-200,APAC,1716.0,12,2025-07,1,4,-75.0,Rapid Decline,2
1f0fdf5d-8ee2-4fdb-9b7d-4fc892a13c2b,premium,telecom,200+,APAC,1706.63,43,2025-06,1,3,-66.7,Rapid Decline,2
454ea02f-e9e6-4fef-8009-cc8a1504f43f,premium,manufacturing,200+,,1703.67,29,2025-07,1,3,-66.7,Rapid Decline,2
331b4663-fb28-4054-8f1f-0cc40f007091,premium,retail,51-200,EU,1692.0,23,2025-07,1,4,-75.0,Rapid Decline,2
b08b7e59-771d-441b-b382-2ceb03130931,premium,education,51-200,EU,1691.25,8,2025-07,1,3,-66.7,Rapid Decline,2
bdb0051d-59ce-4622-bd55-afc88775c758,premium,healthcare,51-200,EU,1683.75,8,2025-07,1,5,-80.0,Rapid Decline,2
ec1dafb1-4552-4c18-a75e-449ee7487265,premium,finance,51-200,,1683.21,48,2025-07,1,3,-66.7,Rapid Decline,2
c71eef9f-4791-4daf-b5ad-6f0663af38db,premium,media,51-200,,1681.8,33,2025-07,1,5,-80.0,Rapid Decline,2
ede22974-54e7-49c2-a30e-4f0860c6686a,premium,finance,200+,EU,1678.5,23,2025-06,1,4,-75.0,Rapid Decline,2
0cba7409-c9d0-4195-9a42-ad8c745627b9,standard,transport,200+,EU,1678.17,61,2025-05,1,3,-66.7,Rapid Decline,2
cc853a07-ed12-4425-81fc-c2642e732903,premium,media,51-200,,1676.14,18,2025-03,1,3,-66.7,Rapid Decline,2
95973969-7484-4cd9-b58b-8ac2eee5a492,premium,software,51-200,,1667.45,37,2025-07,1,4,-75.0,Rapid Decline,2
2ce01726-c22b-48e3-b9a4-26b420b437d4,premium,energy,200+,APAC,1655.25,13,2025-07,1,4,-75.0,Rapid Decline,2
cc4c5483-8bce-420a-acf2-f432f256fd00,standard,healthcare,200+,EU,1653.33,11,2025-07,1,3,-66.7,Rapid Decline,2
81544df1-2038-45e5-a454-5d318ebc22a9,premium,education,51-200,,1650.0,6,2025-07,1,3,-66.7,Rapid Decline,2
538ab4ce-88ea-4604-8ed6-4cb08588ca2b,premium,finance,51-200,,1647.0,16,2025-07,1,3,-66.7,Rapid Decline,2
452dd8b3-095d-40b0-a185-142dfda4d57b,premium,education,51-200,,1642.09,34,2025-07,1,3,-66.7,Rapid Decline,2
95aa38fa-e5a5-4a6b-b060-9e5ee722764c,premium,transport,51-200,APAC,1636.33,37,2025-07,1,3,-66.7,Rapid Decline,2
c133e658-f8d9-4c7d-97dd-e9dca32bf3a8,premium,telecom,51-200,,1635.0,15,2025-07,1,3,-66.7,Rapid Decline,2
ce3fd46e-ea8a-4e08-81f9-ad335f8d6693,premium,software,51-200,APAC,1632.0,7,2025-07,1,3,-66.7,Rapid Decline,2
17fe539b-11e3-4c7f-b8b5-a7183ecb5499,standard,energy,200+,,1628.53,25,2025-07,1,3,-66.7,Rapid Decline,2
7f266eaf-5ca3-42ca-a2b0-2672455dedf4,premium,media,200+,APAC,1624.5,17,2025-07,1,3,-66.7,Rapid Decline,2
14b286de-fcc6-41d7-9427-ab6324df95d3,standard,manufacturing,200+,,1622.14,16,2025-07,1,4,-75.0,Rapid Decline,2
0ece3f51-30ee-4d51-a1bc-a6177fde71b5,standard,healthcare,200+,,1620.27,63,2025-07,2,5,-60.0,Rapid Decline,2
1d8c0d06-b012-43b6-b59d-db8339ecf820,premium,transport,51-200,,1619.12,39,2025-07,1,4,-75.0,Rapid Decline,2
4395ebe6-270f-48b3-af21-dde1ff5a7539,premium,finance,51-200,,1612.0,7,2025-07,1,5,-80.0,Rapid Decline,2
8763f58b-bdf4-4fb2-b2e2-2078946aed45,standard,software,200+,APAC,1611.64,52,2025-07,1,3,-66.7,Rapid Decline,2
aa9953e2-a351-4b60-b848-acadd45d96ea,premium,retail,51-200,EU,1610.0,8,2025-07,1,3,-66.7,Rapid Decline,2
3f0ae1d9-7f36-49b2-bc93-2266381e7c63,premium,software,51-200,APAC,1608.5,28,2025-06,1,3,-66.7,Rapid Decline,2
e6cc16e1-fbef-4015-b695-2a125b85e85d,standard,finance,200+,APAC,1600.0,46,2025-05,1,3,-66.7,Rapid Decline,2
3ba240f8-5afc-48e3-b767-5298d9c6cab1,premium,manufacturing,51-200,APAC,1597.5,9,2025-07,1,3,-66.7,Rapid Decline,2
f1049459-b341-4f9e-90da-f92086246f39,premium,finance,51-200,APAC,1587.0,18,2025-06,1,3,-66.7,Rapid Decline,2
c476642a-ccd3-4529-881a-913d45b51f6e,premium,energy,51-200,,1583.36,32,2025-05,1,3,-66.7,Rapid Decline,2
2c38d8cf-3431-4169-93e5-ff2fbaffed42,premium,manufacturing,51-200,,1582.0,34,2025-07,1,3,-66.7,Rapid Decline,2
6c887146-6c49-400f-8b1c-5f62469b10db,premium,telecom,51-200,APAC,1582.0,28,2025-07,1,3,-66.7,Rapid Decline,2
4d21a376-5627-4157-b643-8d4ab40d4df7,premium,transport,200+,,1580.45,37,2025-06,2,5,-60.0,Rapid Decline,2
3760efbb-ad32-4d73-a078-3e7b9b559545,premium,telecom,200+,,1578.75,19,2025-07,1,3,-66.7,Rapid Decline,2
e4f6205a-d0c2-49bf-a8bc-b5fdea754c1a,premium,healthcare,51-200,,1571.4,15,2025-07,2,5,-60.0,Rapid Decline,2
3606539c-72ce-4530-9305-af2e53077ce8,premium,manufacturing,51-200,,1562.5,17,2025-07,1,5,-80.0,Rapid Decline,2
9e76fb6a-21b7-4b6c-9c2c-4672f2767388,premium,education,51-200,LATAM,1548.19,44,2025-07,1,4,-75.0,Rapid Decline,2
c6559c2c-1bbc-4179-9db7-83736e141513,premium,education,51-200,APAC,1543.41,41,2025-07,2,5,-60.0,Rapid Decline,2
ab4d4e73-50d9-4efd-91bb-d11306ccc1db,premium,manufacturing,51-200,,1539.0,11,2025-06,1,3,-66.7,Rapid Decline,2
0078a3db-de0e-4467-a699-de8c06723a39,premium,manufacturing,51-200,LATAM,1527.0,15,2025-07,1,3,-66.7,Rapid Decline,2
331f6e97-2bd4-4e4e-b627-7d5a2873935b,premium,finance,51-200,,1525.0,17,2025-07,1,3,-66.7,Rapid Decline,2
b1ce622a-7a22-4b62-a926-4a9809dfb276,premium,energy,51-200,APAC,1522.5,25,2025-07,1,4,-75.0,Rapid Decline,2
99f41a97-45c2-4da1-ac59-2236ed0ba1e3,premium,energy,51-200,EU,1519.29,25,2025-07,1,3,-66.7,Rapid Decline,2
db0706f5-4dd7-4975-a89b-43be6cc7bf08,premium,healthcare,51-200,LATAM,1518.71,48,2025-07,1,3,-66.7,Rapid Decline,2
9e2d8546-9e66-4220-b8a6-053d523721d8,premium,transport,51-200,EU,1510.75,29,2025-07,1,3,-66.7,Rapid Decline,2
a95c82d3-6409-4acc-921c-073459328321,premium,education,51-200,APAC,1506.75,15,2025-06,1,3,-66.7,Rapid Decline,2
5da415a4-de59-4439-a65e-0cf1e88d4153,premium,energy,200+,EU,1504.2,9,2025-07,1,5,-80.0,Rapid Decline,2
4d608930-9e56-4fa4-b8b9-0312d9ae3a28,premium,education,51-200,EU,1503.86,14,2025-06,1,3,-66.7,Rapid Decline,2
9419f3d4-f5f8-485f-8403-f044b62dcad8,premium,telecom,51-200,APAC,1503.75,11,2025-07,2,5,-60.0,Rapid Decline,2
1df5e232-67b2-4eb7-8257-2ddb39857a8f,premium,software,51-200,,1503.33,16,2025-07,1,3,-66.7,Rapid Decline,2
c89f9370-7354-4844-b122-03bb5a6a1f7c,standard,manufacturing,200+,,1500.31,58,2025-06,1,4,-75.0,Rapid Decline,2
9150e929-471e-48bb-9ef4-1b17e6e5ae02,premium,manufacturing,51-200,,1496.7,26,2025-07,1,3,-66.7,Rapid Decline,2
ce237171-fdb9-495d-93fd-1fe6d56f0a34,standard,finance,200+,LATAM,1487.13,37,2025-07,1,3,-66.7,Rapid Decline,2
6292230b-7459-4440-8cab-a61e053cb248,premium,software,51-200,APAC,1483.4,53,2025-07,1,3,-66.7,Rapid Decline,2
0e8598fd-cff8-4a4f-8061-2f63578e48e7,standard,energy,200+,,1472.0,27,2025-07,1,4,-75.0,Rapid Decline,2
0f944a66-da9c-454e-9d7a-6a9bce4188d5,premium,energy,51-200,,1470.0,8,2025-07,1,3,-66.7,Rapid Decline,2
1c1e4495-78e9-40fe-a7a5-9e9ee0aa52e6,premium,media,51-200,EU,1466.67,15,2025-07,1,3,-66.7,Rapid Decline,2
5e152969-9a06-4594-9766-3bc241f07911,standard,finance,200+,APAC,1464.0,8,2025-07,1,3,-66.7,Rapid Decline,2
7a101f12-cf90-476b-b35a-5633abda54dc,premium,finance,200+,EU,1462.84,45,2025-07,1,3,-66.7,Rapid Decline,2
f350b1af-0fdc-4fbe-81d9-54ec88a8d35e,standard,education,200+,EU,1446.25,50,2025-04,1,3,-66.7,Rapid Decline,2
8c574225-e764-48b6-8682-e699ad8a77a7,standard,media,200+,APAC,1439.04,58,2025-06,1,3,-66.7,Rapid Decline,2
5c154864-f379-4286-967a-c13e5afae3a2,premium,transport,51-200,APAC,1437.0,47,2025-07,1,3,-66.7,Rapid Decline,2
55af4cc7-74f3-41d2-b880-2395da2b1e13,premium,software,51-200,,1435.5,40,2025-07,1,3,-66.7,Rapid Decline,2
