user_id,plan_tier,company_size,industry,acquisition_channel,is_enterprise,churned_90d,expansion_event,session_count,active_months,unique_features,total_events,event_success_rate,avg_mrr,peak_mrr,overdue_invoices,support_tickets,avg_seats,health_score
0fb09803-c429-4959-9a56-5f4b51fd0d1e,standard,200+,media,seo,1,0,0,6,4,2,7,100.0,645.6,688.0,0,9,83.5,65
9b8b2441-567b-4002-a182-dfbe1718efa4,premium,51-200,telecom,seo,0,0,0,2,1,2,3,100.0,217.5,255.0,0,0,16.0,45
134abd5b-34c3-44d2-b0e0-6122ecf53239,free,51-200,media,ads,0,0,1,2,2,0,0,0.0,0.0,0.0,0,1,12.8,30
e0892fe3-755b-409e-ac98-464a7ab9203b,free,1-10,transport,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,5.5,20
eb15299c-9fc5-4757-a149-5c46b1989550,premium,11-50,transport,partner,0,0,1,11,10,2,8,100.0,82.33,135.0,1,0,5.8,70
3972cb9d-d23c-4f0f-8d18-0c6af27e1959,free,11-50,manufacturing,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,4.6,20
aff72224-35da-40c6-bf6b-5430649cf1b0,free,1-10,retail,outbound,0,1,1,0,0,0,0,0.0,0.0,0.0,2,0,2.6,20
20b64fbf-5eb8-4bd3-b590-794ebde39d71,premium,11-50,software,outbound,0,0,1,12,8,3,10,70.0,187.5,225.0,2,4,12.5,60
c77dcbbe-671f-4546-9554-0a4d806bc6be,premium,11-50,healthcare,outbound,0,0,0,1,1,0,0,0.0,89.0,105.0,0,0,6.3,30
6347d24d-3009-47dd-a072-191008f352ce,standard,11-50,energy,partner,0,0,1,6,3,3,7,85.7,50.5,112.0,0,3,13.9,35
1b00c1ef-4c20-4627-9640-2a02a092ea72,standard,11-50,manufacturing,ads,0,0,0,11,8,3,5,60.0,161.03,176.0,0,5,21.4,65
a2e5539f-9e33-410e-81ae-d9aa388cc893,free,1-10,software,ads,0,0,0,1,1,1,1,0.0,0.0,0.0,0,0,3.0,25
9f2fbcd3-09d5-488f-8efa-6270e380f5f7,premium,1-10,education,seo,0,0,1,4,2,2,2,50.0,82.5,90.0,0,2,5.5,40
d62fdcdf-bd2e-48dd-9105-a918c421f2b1,free,51-200,energy,outbound,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,7.4,20
e256f910-d3ae-4198-afef-8efc1fd8abcd,free,1-10,transport,outbound,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,3.0,25
6a300408-55d6-4c27-91b9-9cc9f22282de,free,1-10,energy,seo,0,1,1,0,0,0,0,0.0,9.33,16.0,0,0,1.2,30
a5ac3a7a-19f6-472b-9a79-d0f6f49bfd52,free,1-10,retail,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1.5,25
9b4f0fdd-449a-46b1-99c4-41698022ad49,free,11-50,energy,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,0,1,4.7,20
2cd9acb0-db27-4e35-ba53-0399517b2910,free,11-50,retail,outbound,0,1,1,3,3,1,4,100.0,0.0,0.0,2,0,2.6,30
c9354ce5-e39a-4ee9-8e79-757c1f0bb6b6,standard,11-50,manufacturing,seo,0,0,1,14,7,2,9,88.9,21.33,48.0,0,1,3.3,60
bf26be4a-5dd1-44a8-9b00-ea64cbee5201,free,11-50,transport,seo,0,1,1,1,1,1,1,100.0,0.0,0.0,1,2,3.0,15
0c2a858b-5ed0-4b45-b3b2-9d305f0bc4e3,standard,1-10,software,seo,0,0,1,3,3,2,3,100.0,45.47,64.0,2,2,5.8,35
20b34ae6-bfd2-46c1-bf3a-b4233b54325a,free,11-50,software,outbound,0,0,1,2,2,3,3,66.7,0.0,0.0,2,0,5.0,35
9096df30-18f4-478c-84d9-52c207e8a1e1,free,11-50,telecom,ads,0,1,1,1,1,0,0,0.0,0.0,0.0,0,1,11.5,20
34784f09-c3fb-4593-bdbb-c90b93f74a30,standard,1-10,software,seo,0,0,0,1,1,1,1,100.0,56.0,56.0,0,0,7.0,30
c6d50442-a521-4dd9-ad65-5c5dac92739a,free,1-10,manufacturing,outbound,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,25
c09a13b0-5e6f-4bc4-b2bb-e82c4ec6c68d,premium,1-10,telecom,partner,0,1,1,3,2,1,1,100.0,54.8,90.0,0,1,3.7,35
c82e9df0-63a2-420b-8379-35237a580c04,standard,51-200,transport,seo,0,0,0,1,1,0,0,0.0,778.67,784.0,0,2,97.3,45
b8795d93-e0d0-49aa-b22f-9bbedd75010b,premium,1-10,energy,seo,0,0,1,23,16,4,16,100.0,56.33,90.0,2,2,4.1,65
9bf5ef20-c40c-42a4-bf62-29103ef41103,free,51-200,education,seo,0,0,1,1,1,1,1,100.0,0.0,0.0,0,1,7.6,20
253f93f4-1a2d-4e5b-94c1-03fb2743fd87,free,11-50,manufacturing,ads,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,5.5,25
c379a3b7-cb5c-4082-8719-bc7bcc8fd1ec,free,1-10,transport,seo,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,1.2,20
e9947573-1a7d-4431-ae57-26fec77b1123,free,11-50,telecom,ads,0,0,1,2,1,1,1,100.0,0.0,0.0,0,0,2.2,25
fa888943-1d02-4871-9992-a0b3ec7d69f1,free,51-200,manufacturing,seo,0,1,1,1,1,0,0,0.0,0.0,0.0,1,5,18.8,10
f9bd1ccc-38be-4188-a8cf-e2bde180d0b2,premium,11-50,software,partner,0,1,1,18,11,3,11,90.9,312.83,345.0,0,8,21.3,75
9ce2e64f-d7fe-4515-8e83-6098da762a81,free,1-10,manufacturing,partner,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1.7,25
b254439e-f55d-4b2f-832d-1c93a568aa92,free,51-200,finance,partner,0,1,0,2,2,1,1,100.0,0.0,0.0,2,3,23.0,20
bec3b160-9ad3-4502-ac4b-4054b4a34ef5,free,51-200,education,ads,0,0,1,1,1,0,0,0.0,0.0,0.0,1,1,17.0,15
85925200-3336-4f7e-856e-424fd768ca72,standard,11-50,telecom,seo,0,0,1,1,1,1,1,100.0,82.67,96.0,0,0,10.3,30
dd35d702-0bb6-46f6-8573-14d527830b8c,standard,1-10,energy,partner,0,0,1,1,1,0,0,0.0,62.4,72.0,0,1,7.8,25
dd656d8b-ed83-497e-9fcd-4019a033691e,free,1-10,telecom,seo,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,2.5,25
36b3df4b-ece2-4c03-ad86-17f7115d47c7,standard,11-50,software,ads,0,0,1,2,2,0,0,0.0,83.82,144.0,0,4,15.9,30
72a6cfe7-f108-41a8-bec1-594d084ffad4,standard,11-50,telecom,outbound,0,0,1,13,8,4,10,100.0,29.74,56.0,0,1,3.8,60
3e6f8569-ecfc-4d99-b9ca-d815fdf850da,free,11-50,telecom,partner,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1.7,25
e32311a9-54db-4db7-a208-9e14edea2ab8,standard,200+,energy,partner,1,0,0,8,7,3,7,85.7,1488.73,1544.0,0,42,186.1,75
70702a92-3562-4fb9-806f-89b401f34b90,free,11-50,healthcare,outbound,0,0,1,2,2,1,2,100.0,0.0,0.0,0,3,11.0,25
af65b175-d30c-4ea5-b059-5156bf2f816e,free,1-10,media,seo,0,0,1,2,2,2,2,100.0,0.0,0.0,1,1,7.4,30
8338a713-3c7f-4986-8f76-c7abdff7b6e7,free,1-10,retail,partner,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,6.1,25
d6c41f0f-781d-4d30-9296-c0a72cb62f1d,free,200+,software,ads,0,0,0,1,1,1,1,100.0,0.0,0.0,0,10,117.3,15
a3c46250-98cc-4a34-af29-66cda0dfefd5,premium,11-50,energy,ads,0,0,0,0,0,0,0,0.0,225.0,240.0,0,1,15.0,35
bd5d2875-3df7-446f-b4c7-30a73a58882a,free,11-50,finance,seo,0,1,1,0,0,0,0,0.0,0.0,0.0,1,0,5.3,20
0d171c4b-b3a7-4cba-a08a-4694306ccd24,free,1-10,software,ads,0,0,1,1,1,1,1,100.0,0.0,0.0,0,0,1.7,25
03d2a0a2-5faa-41dc-b0d5-abf9e96969b7,standard,11-50,transport,partner,0,1,1,12,8,1,2,100.0,74.18,88.0,1,0,9.6,55
05c7cba1-c584-4576-8b39-59d7b125b578,premium,11-50,healthcare,partner,0,0,1,12,9,4,9,100.0,181.75,225.0,0,4,12.5,65
4c320148-50c9-4786-9b43-b3572e7961ea,free,51-200,software,ads,0,0,0,2,2,2,4,100.0,0.0,0.0,1,2,7.8,30
ec10c3fd-c8c1-45c3-a899-557af8fc6f88,free,51-200,media,ads,0,0,0,1,1,1,1,100.0,0.0,0.0,0,3,28.7,15
ebd7b43e-85e9-44e3-80e1-5df05b96f87b,premium,1-10,energy,outbound,0,0,0,6,5,1,3,100.0,113.5,120.0,0,1,7.8,55
be80dbad-864b-4def-96a3-2cf6e77ab7d3,standard,11-50,education,seo,0,0,1,4,3,1,3,100.0,62.22,72.0,0,3,7.8,30
9e193d4f-bacf-4707-b119-33d3db619188,standard,1-10,finance,seo,0,0,1,4,4,1,2,50.0,20.32,32.0,1,0,2.8,45
55cc1859-dd88-463f-a0f6-a523541d5de3,standard,1-10,healthcare,ads,0,0,0,2,2,1,1,100.0,64.46,72.0,0,2,8.3,35
42038b4e-0f3e-492b-8e4a-50696b306b7f,free,51-200,manufacturing,seo,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,15.7,20
7e1a14e7-a6cf-4f85-bd7a-80f9ec48b230,standard,11-50,retail,seo,0,0,0,5,3,0,0,0.0,160.96,176.0,0,1,21.0,45
bcdbf07c-b230-4be8-a718-7462beec9f5c,free,1-10,energy,seo,0,0,1,0,0,0,0,0.0,0.0,0.0,0,2,3.0,20
846c5c48-d0e9-43c4-9af6-bd48a8a72ecc,standard,1-10,finance,seo,0,0,1,1,1,1,1,100.0,30.55,48.0,1,0,3.8,25
a99ad794-d670-4f98-9059-ea3f10a6d698,free,51-200,energy,seo,0,0,1,1,1,1,1,100.0,0.0,0.0,1,3,30.7,10
e0b6ff67-5941-4bf8-a1cb-90fde1fc5140,standard,1-10,manufacturing,partner,0,0,1,1,1,0,0,0.0,70.67,88.0,0,1,8.8,25
7414cef6-b362-4705-83a9-7f4e3fd3c2ce,standard,11-50,telecom,partner,0,0,0,2,1,1,1,0.0,104.0,112.0,0,0,13.0,40
6bbdb48f-4283-48e3-9600-7220b5970ba4,free,11-50,education,seo,0,1,1,1,1,1,1,100.0,0.0,0.0,0,1,1.6,20
af938622-5ed4-4d2f-a825-c2870b3810a1,standard,11-50,retail,seo,0,0,1,5,5,2,4,100.0,193.07,224.0,0,5,25.1,55
f054f809-bb97-4c42-995e-a996f12d883c,free,1-10,telecom,outbound,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,25
d2e13b3a-69d5-45f4-8a8d-bae7e012dabf,free,11-50,media,ads,0,0,0,2,2,2,2,100.0,0.0,0.0,0,0,1.0,40
65aa04fc-c7e1-4cee-8b4d-ec7b78d3fa69,standard,1-10,software,seo,0,0,1,5,4,4,6,100.0,62.4,72.0,0,2,7.8,50
ec989b17-ec74-4a73-9377-a305ecb33696,premium,11-50,media,ads,0,0,0,1,1,1,2,50.0,225.0,225.0,0,1,15.0,35
823b352c-4962-42fe-893d-800c72830f6b,standard,1-10,telecom,ads,0,0,1,1,1,0,0,0.0,66.13,80.0,0,0,8.5,30
39423c96-7433-43b2-bf66-4b47110a84af,free,1-10,manufacturing,seo,0,0,1,2,2,0,0,0.0,0.0,0.0,0,0,1.5,35
f97fa6a1-ddb8-4cbe-a8b4-44e95c0f66d7,standard,51-200,transport,partner,0,0,0,8,7,2,2,100.0,680.21,712.0,0,27,86.2,75
59cdf248-da7c-4b88-adc7-4ad03e7e2e2c,free,11-50,transport,partner,0,1,1,2,2,1,2,100.0,0.0,0.0,1,1,5.6,25
a20109e9-4bbe-4539-a447-a5b3a26a38f5,free,1-10,manufacturing,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,0,2,1.3,20
87097615-16af-44dc-890f-46990ec84206,free,200+,media,partner,0,0,0,6,6,2,2,50.0,0.0,0.0,0,14,71.7,40
5e1a8320-7b0b-4a37-aa24-513394615b6a,standard,11-50,education,outbound,0,0,1,5,5,2,3,100.0,96.58,128.0,0,2,12.5,50
69d95600-d27e-4bbe-bfe5-2ea628fc8163,standard,200+,telecom,ads,1,1,0,6,5,0,0,0.0,2393.45,2480.0,0,75,299.2,60
f97f7d79-3ab6-449b-a7fc-e4e39c98061c,premium,1-10,telecom,seo,0,0,1,7,3,4,6,100.0,23.0,36.0,0,0,1.7,45
ae7ddfbe-100a-4b7c-aece-c0582b838510,free,11-50,software,partner,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,4.2,25
7b00246c-e069-416e-8460-54f08c3bb407,free,11-50,manufacturing,ads,0,1,1,0,0,0,0,0.0,0.0,0.0,0,1,1.4,20
86812a95-0c2c-447b-972c-8406d9d94821,standard,11-50,healthcare,outbound,0,0,1,9,6,2,3,100.0,12.71,112.0,0,0,11.0,55
14bdd298-e3c9-4cf6-a6ea-fc009a34c3fd,premium,1-10,retail,seo,0,0,1,1,1,1,1,100.0,84.0,105.0,0,1,5.6,25
1c7418f1-504f-44e0-8077-7854fa42572b,free,1-10,retail,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0,6.0,20
15b91f1d-7424-4203-b219-1c296e984f30,standard,1-10,finance,seo,0,0,1,1,1,2,2,100.0,48.0,56.0,0,0,6.0,35
cd08ab4a-a674-4b48-a6d9-69651bcbf632,free,11-50,healthcare,ads,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,2.1,25
f7d29b64-8b30-429d-a994-1e8553a1a120,free,1-10,media,seo,0,0,1,1,1,0,0,0.0,0.0,0.0,1,1,2.6,15
cf22b147-4927-4d18-b8f3-e551cfdf2f5c,free,1-10,retail,ads,0,0,1,2,2,2,2,100.0,0.0,0.0,2,0,2.6,35
be580d7e-5d65-4827-b05e-10b7155937ac,premium,1-10,software,ads,0,1,1,4,4,1,1,100.0,108.6,120.0,1,1,7.6,50
14765c2d-cf7e-4977-b5ef-bdaf4975e55d,standard,11-50,energy,partner,0,0,0,6,5,3,6,100.0,186.84,216.0,1,6,24.4,50
733084e1-6d46-4aaf-ab0f-dc6945e96363,free,51-200,energy,partner,0,0,0,0,0,0,0,0.0,0.0,0.0,0,4,24.9,15
218d20ef-6b2e-49e6-a3d4-96f33d619d9b,free,11-50,education,partner,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,4.3,25
af419cfe-1403-49eb-a028-c7d837a8cb14,free,51-200,healthcare,ads,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,16.0,25
4a80d1d7-af33-4831-8fc0-ad5a0ad3129d,free,1-10,education,seo,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,2.4,25
1c0eac31-3f52-442d-b2ad-6ede05e9f77d,free,11-50,healthcare,partner,0,0,1,1,1,0,0,0.0,0.0,0.0,3,0,1.3,10
1a509d55-6290-44fa-afb3-000468841e96,free,11-50,energy,partner,0,0,1,0,0,0,0,0.0,0.0,0.0,0,1,9.4,20
3fd16642-b847-432c-a4d8-470aac23ea45,standard,11-50,manufacturing,ads,0,0,1,4,3,1,1,0.0,33.73,48.0,0,2,4.3,35
f3d38627-5e49-4ead-9a26-64eda42ba1d2,free,51-200,healthcare,partner,0,0,0,2,2,0,0,0.0,0.0,0.0,1,1,6.4,25
74a2b36d-25a7-4039-9aa4-e0e34f3ce300,free,11-50,software,seo,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,25
86e08a94-b88b-444d-bd16-207cd0663510,standard,51-200,telecom,seo,0,0,0,3,2,0,0,0.0,625.83,656.0,1,13,80.6,45
7d1ec84b-e0ed-4ba4-a44a-926714deea32,premium,1-10,finance,seo,0,0,1,7,3,4,7,100.0,58.2,75.0,0,0,4.0,45
c7271c0b-02e3-41ec-bfcd-6aeaf6fe6dda,standard,51-200,finance,seo,0,0,0,5,3,2,3,100.0,581.71,608.0,0,15,72.7,55
005e519c-d6e9-44bd-b6e8-b4b152eeac4c,free,1-10,software,partner,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,25
126eb172-f92a-47dd-bae0-deab4a1c4899,free,11-50,media,seo,0,0,1,1,1,0,0,0.0,0.0,0.0,2,2,7.5,15
bf4760a9-3d9f-40dd-a36b-ea8b638fb221,standard,11-50,education,ads,0,0,1,7,6,4,12,91.7,103.99,180.0,1,1,9.9,55
775db12b-d4a9-42d6-abef-9b4ea5eba065,free,11-50,healthcare,ads,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,7.0,25
ae7c543e-779d-43ae-9fce-ae67ac77174f,free,11-50,manufacturing,seo,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,3.1,25
